NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Toneladas,60,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Amendoim (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Arroz (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Aveia (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Azeitona
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Banana (cacho)
6,Município,Toneladas,225,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Batata-doce
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Batata-inglesa
6,Município,Toneladas,207,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Borracha (látex coagulado)
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Borracha (látex líquido)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Cacau (em amêndoa)
6,Município,Toneladas,1950,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Café (em grão) Total
6,Município,Toneladas,1950,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Café (em grão) Arábica
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Café (em grão) Canephora
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Caju
6,Município,Toneladas,200900,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Cana-de-açúcar
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Cana para forragem
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Caqui
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Castanha de caju
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Cebola
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Centeio (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Cevada (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Chá-da-índia (folha verde)
6,Município,Toneladas,48,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Coco-da-baía*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Dendê (cacho de coco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Erva-mate (folha verde)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Ervilha (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Fava (em grão)
6,Município,Toneladas,11,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Feijão (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Figo
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Fumo (em folha)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Girassol (em grão)
6,Município,Toneladas,91,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Goiaba
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Guaraná (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Juta (fibra)
6,Município,Toneladas,295,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Laranja
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Limão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Linho (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Maçã
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Malva (fibra)
6,Município,Toneladas,600,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Mamão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Mamona (baga)
6,Município,Toneladas,210,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Mandioca
6,Município,Toneladas,69,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Manga
6,Município,Toneladas,210,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Maracujá
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Marmelo
6,Município,Toneladas,885,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Melancia
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Melão
6,Município,Toneladas,890,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Milho (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Noz (fruto seco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Palmito
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Pera
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Pêssego
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Pimenta-do-reino
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Rami (fibra)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Sisal ou agave (fibra)
6,Município,Toneladas,2035,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Soja (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Sorgo (em grão)
6,Município,Toneladas,48,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Tangerina
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Tomate
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Trigo (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Triticale (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Tungue (fruto seco)
6,Município,Toneladas,27,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Urucum (semente)
6,Município,Toneladas,52,3534609,Osvaldo Cruz (SP),Quantidade produzida,2019,Uva
6,Município,Toneladas,..,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Total
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Abacate
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Abacaxi*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Açaí
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Alfafa fenada
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Algodão arbóreo (em caroço)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Algodão herbáceo (em caroço)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Alho
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Amendoim (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Arroz (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Aveia (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Azeitona
6,Município,Toneladas,1200,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Banana (cacho)
6,Município,Toneladas,240,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Batata-doce
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Batata-inglesa
6,Município,Toneladas,209,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Borracha (látex coagulado)
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Borracha (látex líquido)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Cacau (em amêndoa)
6,Município,Toneladas,1118,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Café (em grão) Total
6,Município,Toneladas,1118,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Café (em grão) Arábica
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Café (em grão) Canephora
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Caju
6,Município,Toneladas,199500,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Cana-de-açúcar
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Cana para forragem
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Caqui
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Castanha de caju
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Cebola
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Centeio (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Cevada (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Chá-da-índia (folha verde)
6,Município,Toneladas,45,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Coco-da-baía*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Dendê (cacho de coco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Erva-mate (folha verde)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Ervilha (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Fava (em grão)
6,Município,Toneladas,12,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Feijão (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Figo
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Fumo (em folha)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Girassol (em grão)
6,Município,Toneladas,84,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Goiaba
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Guaraná (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Juta (fibra)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Laranja
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Limão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Linho (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Maçã
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Malva (fibra)
6,Município,Toneladas,576,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Mamão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Mamona (baga)
6,Município,Toneladas,203,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Mandioca
6,Município,Toneladas,66,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Manga
6,Município,Toneladas,120,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Maracujá
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Marmelo
6,Município,Toneladas,900,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Melancia
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Melão
6,Município,Toneladas,1412,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Milho (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Noz (fruto seco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Palmito
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Pera
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Pêssego
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Pimenta-do-reino
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Rami (fibra)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Sisal ou agave (fibra)
6,Município,Toneladas,380,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Soja (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Sorgo (em grão)
6,Município,Toneladas,45,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Tangerina
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Tomate
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Trigo (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Triticale (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Tungue (fruto seco)
6,Município,Toneladas,30,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Urucum (semente)
6,Município,Toneladas,51,3534609,Osvaldo Cruz (SP),Quantidade produzida,2020,Uva
6,Município,Toneladas,..,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Total
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Abacate
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Abacaxi*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Açaí
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Alfafa fenada
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Algodão arbóreo (em caroço)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Algodão herbáceo (em caroço)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Alho
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Amendoim (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Arroz (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Aveia (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Azeitona
6,Município,Toneladas,1500,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Banana (cacho)
6,Município,Toneladas,300,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Batata-doce
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Batata-inglesa
6,Município,Toneladas,205,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Borracha (látex coagulado)
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Borracha (látex líquido)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Cacau (em amêndoa)
6,Município,Toneladas,1600,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Café (em grão) Total
6,Município,Toneladas,1600,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Café (em grão) Arábica
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Café (em grão) Canephora
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Caju
6,Município,Toneladas,185250,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Cana-de-açúcar
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Cana para forragem
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Caqui
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Castanha de caju
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Cebola
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Centeio (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Cevada (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Chá-da-índia (folha verde)
6,Município,Toneladas,40,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Coco-da-baía*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Dendê (cacho de coco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Erva-mate (folha verde)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Ervilha (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Fava (em grão)
6,Município,Toneladas,13,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Feijão (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Figo
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Fumo (em folha)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Girassol (em grão)
6,Município,Toneladas,76,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Goiaba
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Guaraná (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Juta (fibra)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Laranja
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Limão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Linho (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Maçã
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Malva (fibra)
6,Município,Toneladas,540,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Mamão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Mamona (baga)
6,Município,Toneladas,204,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Mandioca
6,Município,Toneladas,62,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Manga
6,Município,Toneladas,115,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Maracujá
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Marmelo
6,Município,Toneladas,780,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Melancia
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Melão
6,Município,Toneladas,1450,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Milho (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Noz (fruto seco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Palmito
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Pera
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Pêssego
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Pimenta-do-reino
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Rami (fibra)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Sisal ou agave (fibra)
6,Município,Toneladas,477,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Soja (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Sorgo (em grão)
6,Município,Toneladas,45,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Tangerina
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Tomate
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Trigo (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Triticale (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Tungue (fruto seco)
6,Município,Toneladas,30,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Urucum (semente)
6,Município,Toneladas,60,3534609,Osvaldo Cruz (SP),Quantidade produzida,2021,Uva
6,Município,Toneladas,..,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Total
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Abacate
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Abacaxi*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Açaí
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Alfafa fenada
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Algodão arbóreo (em caroço)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Algodão herbáceo (em caroço)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Alho
6,Município,Toneladas,113,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Amendoim (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Arroz (em casca)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Aveia (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Azeitona
6,Município,Toneladas,1200,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Banana (cacho)
6,Município,Toneladas,225,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Batata-doce
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Batata-inglesa
6,Município,Toneladas,555,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Borracha (látex coagulado)
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Borracha (látex líquido)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Cacau (em amêndoa)
6,Município,Toneladas,1153,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Café (em grão) Total
6,Município,Toneladas,1153,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Café (em grão) Arábica
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Café (em grão) Canephora
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Caju
6,Município,Toneladas,276500,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Cana-de-açúcar
6,Município,Toneladas,...,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Cana para forragem
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Caqui
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Castanha de caju
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Cebola
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Centeio (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Cevada (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Chá-da-índia (folha verde)
6,Município,Toneladas,42,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Coco-da-baía*
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Dendê (cacho de coco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Erva-mate (folha verde)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Ervilha (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Fava (em grão)
6,Município,Toneladas,11,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Feijão (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Figo
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Fumo (em folha)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Girassol (em grão)
6,Município,Toneladas,77,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Goiaba
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Guaraná (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Juta (fibra)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Laranja
6,Município,Toneladas,3,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Limão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Linho (semente)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Maçã
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Malva (fibra)
6,Município,Toneladas,376,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Mamão
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Mamona (baga)
6,Município,Toneladas,1140,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Mandioca
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Manga
6,Município,Toneladas,118,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Maracujá
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Marmelo
6,Município,Toneladas,450,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Melancia
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Melão
6,Município,Toneladas,1390,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Milho (em grão)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Noz (fruto seco)
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Palmito
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Pera
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Pêssego
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Pimenta-do-reino
6,Município,Toneladas,-,3534609,Osvaldo Cruz (SP),Quantidade produzida,2022,Rami (fibra)
