NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Pimenta-do-reino
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Rami (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Sisal ou agave (fibra)
6,Município,Hectares,1936,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Soja (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Sorgo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Tangerina
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Tomate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Trigo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Triticale (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Tungue (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Urucum (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Uva
6,Município,Hectares,19206,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Açaí
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Alfafa fenada
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Alho
6,Município,Hectares,5200,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Amendoim (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Arroz (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Aveia (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Azeitona
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Banana (cacho)
6,Município,Hectares,35,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Batata-doce
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Batata-inglesa
6,Município,Hectares,1075,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Borracha (látex coagulado)
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Borracha (látex líquido)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Cacau (em amêndoa)
6,Município,Hectares,72,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Café (em grão) Total
6,Município,Hectares,72,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Café (em grão) Arábica
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Café (em grão) Canephora
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Caju
6,Município,Hectares,7810,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Cana-de-açúcar
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Cana para forragem
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Caqui
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Castanha de caju
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Cebola
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Centeio (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Cevada (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Chá-da-índia (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Coco-da-baía*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Dendê (cacho de coco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Erva-mate (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Ervilha (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Fava (em grão)
6,Município,Hectares,10,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Feijão (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Figo
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Fumo (em folha)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Girassol (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Goiaba
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Guaraná (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Juta (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Laranja
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Limão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Linho (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Maçã
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Malva (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Mamão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Mamona (baga)
6,Município,Hectares,2480,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Mandioca
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Manga
6,Município,Hectares,12,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Maracujá
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Marmelo
6,Município,Hectares,100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Melancia
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Melão
6,Município,Hectares,1550,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Milho (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Noz (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Palmito
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Pera
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Pêssego
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Pimenta-do-reino
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Rami (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Sisal ou agave (fibra)
6,Município,Hectares,850,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Soja (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Sorgo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Tangerina
6,Município,Hectares,12,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Tomate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Trigo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Triticale (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Tungue (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Urucum (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2020,Uva
6,Município,Hectares,17131,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Total
6,Município,Hectares,100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Açaí
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Alfafa fenada
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Alho
6,Município,Hectares,3600,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Amendoim (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Arroz (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Aveia (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Azeitona
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Banana (cacho)
6,Município,Hectares,120,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Batata-doce
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Batata-inglesa
6,Município,Hectares,1525,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Borracha (látex coagulado)
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Borracha (látex líquido)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Cacau (em amêndoa)
6,Município,Hectares,142,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Café (em grão) Total
6,Município,Hectares,142,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Café (em grão) Arábica
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Café (em grão) Canephora
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Caju
6,Município,Hectares,7200,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Cana-de-açúcar
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Cana para forragem
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Caqui
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Castanha de caju
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Cebola
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Centeio (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Cevada (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Chá-da-índia (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Coco-da-baía*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Dendê (cacho de coco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Erva-mate (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Ervilha (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Fava (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Feijão (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Figo
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Fumo (em folha)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Girassol (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Goiaba
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Guaraná (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Juta (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Laranja
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Limão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Linho (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Maçã
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Malva (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Mamão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Mamona (baga)
6,Município,Hectares,2514,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Mandioca
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Manga
6,Município,Hectares,10,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Maracujá
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Marmelo
6,Município,Hectares,100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Melancia
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Melão
6,Município,Hectares,920,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Milho (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Noz (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Palmito
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Pera
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Pêssego
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Pimenta-do-reino
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Rami (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Sisal ou agave (fibra)
6,Município,Hectares,880,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Soja (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Sorgo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Tangerina
6,Município,Hectares,20,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Tomate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Trigo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Triticale (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Tungue (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Urucum (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2021,Uva
6,Município,Hectares,24285,3555000,Tupã (SP),Área plantada ou destinada à colheita,2022,Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2022,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2022,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2022,Açaí
